id_transaction,date,produit,quantite,prix_unitaire,vendeur,zone_client,mode_paiement,montant_fcfa
TXN35934,2024-06-01,Lait en poudre (400g),19,1500,Aminata D.,Cocody,Mobile Money,28500
TXN35935,2024-04-21,Sucre (1kg),11,500,Bamba E.,Marcory,Espèces,5500
TXN35936,2024-05-17,Farine de blé (1kg),14,750,Kouamé A.,Cocody,Carte bancaire,10500
TXN35937,2024-06-22,Eau minérale (1.5L),16,500,Adjoua B.,Marcory,Carte bancaire,8000
TXN35938,2024-06-13,Riz (sac 25kg),17,3500,Adjoua B.,Cocody,Mobile Money,59500
TXN35939,2024-05-22,Sucre (1kg),9,500,Bamba E.,Cocody,Espèces,4500
TXN35940,2024-06-05,Savon de ménage,19,1000,Koffi C.,Plateau,Mobile Money,19000
TXN35941,2024-02-25,Riz (sac 25kg),1,3500,Kouamé A.,Marcory,Carte bancaire,3500
TXN35942,2024-06-28,Farine de blé (1kg),2,750,,Plateau,Carte bancaire,1500
TXN35943,2024-02-20,Riz (sac 25kg),1,3500,Kouamé A.,Plateau,Espèces,3500
TXN35944,2024-04-06,Eau minérale (1.5L),15,500,Kouamé A.,Adjamé,Espèces,7500
TXN35945,2024-04-19,Riz (sac 25kg),15,3500,Bamba E.,Adjamé,Mobile Money,52500
TXN35946,2024-05-01,Sardines en boîte,12,1200,Bamba E.,,Espèces,14400
TXN35947,2024-05-16,Eau minérale (1.5L),9,500,Koffi C.,Plateau,Mobile Money,4500
TXN35948,2024-05-29,Huile végétale (5L),17,2000,Kouamé A.,,Mobile Money,34000
TXN35949,2024-04-25,Farine de blé (1kg),12,750,Adjoua B.,Cocody,Carte bancaire,9000
TXN35950,2024-03-29,Sardines en boîte,2,1200,Koffi C.,Cocody,Espèces,2400
TXN35951,2024-04-03,Lait en poudre (400g),9,1500,Adjoua B.,Yopougon,Mobile Money,13500
TXN35952,2024-03-16,Riz (sac 25kg),8,3500,Adjoua B.,Yopougon,Mobile Money,28000
TXN35953,2024-05-12,Farine de blé (1kg),12,750,Adjoua B.,Adjamé,Mobile Money,9000
TXN35954,2024-06-08,Lait en poudre (400g),16,1500,Aminata D.,,Espèces,24000
TXN35955,2024-01-20,Farine de blé (1kg),13,750,Adjoua B.,Yopougon,Carte bancaire,9750
TXN35956,2024-01-04,Riz (sac 25kg),13,3500,Aminata D.,Cocody,Espèces,45500
TXN35957,2024-01-28,Eau minérale (1.5L),13,500,Koffi C.,Yopougon,Carte bancaire,6500
TXN35958,2024-05-02,Sucre (1kg),2,500,Aminata D.,Plateau,Mobile Money,1000
TXN35959,2024-01-06,Tomate concentrée,2,500,Kouamé A.,Adjamé,Espèces,1000
TXN35960,2024-02-03,Tomate concentrée,12,500,Bamba E.,Plateau,Espèces,6000
TXN35961,2024-06-19,Farine de blé (1kg),14,750,Bamba E.,Marcory,Espèces,10500
TXN35962,2024-02-09,Sardines en boîte,19,1200,Koffi C.,Cocody,Espèces,22800
TXN35963,2024-06-22,Savon de ménage,9,1000,Adjoua B.,Marcory,Espèces,9000
TXN35964,2024-02-17,Savon de ménage,15,1000,Bamba E.,,Carte bancaire,15000
TXN35965,2024-02-03,Riz (sac 25kg),5,3500,Adjoua B.,Cocody,Espèces,17500
TXN35966,2024-04-20,Eau minérale (1.5L),17,500,Aminata D.,Plateau,Carte bancaire,8500
TXN35967,2024-03-03,Lait en poudre (400g),11,1500,Adjoua B.,Marcory,Espèces,16500
TXN35968,2024-02-10,Sucre (1kg),18,500,Adjoua B.,Adjamé,Carte bancaire,9000
TXN35969,2024-05-09,Eau minérale (1.5L),2,500,Koffi C.,Adjamé,Carte bancaire,1000
TXN35970,2024-02-17,Savon de ménage,5,1000,Kouamé A.,Marcory,Espèces,5000
TXN35971,2024-04-20,Sardines en boîte,12,1200,Koffi C.,Plateau,Espèces,14400
TXN35972,2024-02-28,Farine de blé (1kg),16,750,Bamba E.,Adjamé,Carte bancaire,12000
TXN35973,2024-02-24,Tomate concentrée,17,500,Adjoua B.,Plateau,Mobile Money,8500
TXN35974,2024-02-13,Savon de ménage,3,1000,Aminata D.,Yopougon,Carte bancaire,3000
TXN35975,2024-02-03,Huile végétale (5L),10,2000,Koffi C.,Adjamé,Espèces,20000
TXN35976,2024-06-06,Farine de blé (1kg),9,750,Kouamé A.,Adjamé,Carte bancaire,6750
TXN35977,2024-05-20,Farine de blé (1kg),18,750,Bamba E.,Plateau,Mobile Money,13500
TXN35978,2024-02-21,Farine de blé (1kg),1,750,Adjoua B.,Plateau,Espèces,750
TXN35979,2024-01-01,Sardines en boîte,2,1200,Kouamé A.,Plateau,Mobile Money,2400
TXN35980,2024-06-21,Sardines en boîte,7,1200,Aminata D.,Marcory,Carte bancaire,8400
TXN35981,2024-04-11,Eau minérale (1.5L),9,500,Koffi C.,Marcory,Carte bancaire,4500
TXN35982,2024-05-18,Savon de ménage,13,1000,Bamba E.,Plateau,Espèces,13000
TXN35983,2024-03-17,Savon de ménage,1,1000,Kouamé A.,Plateau,Espèces,1000
TXN35984,2024-05-25,Sucre (1kg),4,500,Bamba E.,Cocody,Mobile Money,2000
TXN35985,2024-04-11,Savon de ménage,14,1000,Adjoua B.,Yopougon,Espèces,14000
TXN35986,2024-05-15,Sardines en boîte,15,1200,Bamba E.,Adjamé,Carte bancaire,18000
TXN35987,2024-02-12,Riz (sac 25kg),2,3500,,Yopougon,Espèces,7000
TXN35988,2024-04-23,Tomate concentrée,19,500,Aminata D.,Cocody,Mobile Money,9500
TXN35989,2024-02-07,Farine de blé (1kg),3,750,Kouamé A.,Adjamé,Mobile Money,2250
TXN35990,2024-02-06,Lait en poudre (400g),4,1500,Bamba E.,Adjamé,Mobile Money,6000
TXN35991,2024-06-10,Huile végétale (5L),16,2000,,Plateau,Mobile Money,32000
TXN35992,2024-01-30,Lait en poudre (400g),11,1500,Aminata D.,Marcory,Carte bancaire,16500
TXN35993,2024-06-09,Farine de blé (1kg),16,750,Bamba E.,Adjamé,Mobile Money,12000
TXN35994,2024-05-19,Eau minérale (1.5L),11,500,Aminata D.,Plateau,Espèces,5500
TXN35995,2024-03-17,Huile végétale (5L),7,2000,Bamba E.,Adjamé,Carte bancaire,14000
TXN35996,2024-02-24,Huile végétale (5L),14,2000,Aminata D.,Plateau,Mobile Money,28000
TXN35997,2024-02-18,Huile végétale (5L),6,2000,Aminata D.,Yopougon,Espèces,12000
TXN35998,2024-03-07,Lait en poudre (400g),16,1500,Koffi C.,Adjamé,Mobile Money,24000
TXN35999,2024-04-05,Eau minérale (1.5L),15,500,Bamba E.,Yopougon,Carte bancaire,7500
TXN36000,2024-02-07,Savon de ménage,4,1000,Koffi C.,,Carte bancaire,4000
TXN36001,2024-06-25,Tomate concentrée,10,500,Koffi C.,Adjamé,Espèces,5000
TXN36002,2024-01-13,Tomate concentrée,17,500,Aminata D.,Plateau,Mobile Money,8500
TXN36003,2024-06-14,Farine de blé (1kg),17,750,Aminata D.,Yopougon,Mobile Money,12750
TXN36004,2024-01-20,Eau minérale (1.5L),9,500,Adjoua B.,Cocody,Carte bancaire,4500
TXN36005,2024-06-22,Eau minérale (1.5L),17,500,Koffi C.,Yopougon,Espèces,8500
TXN36006,2024-03-11,Huile végétale (5L),11,2000,Aminata D.,Adjamé,Espèces,22000
TXN36007,2024-03-10,Farine de blé (1kg),13,750,Kouamé A.,Marcory,Espèces,9750
TXN36008,2024-05-24,Lait en poudre (400g),14,1500,Aminata D.,Cocody,Espèces,21000
TXN36009,2024-06-02,Tomate concentrée,1,500,Adjoua B.,Marcory,Mobile Money,500
TXN36010,2024-02-25,Lait en poudre (400g),6,1500,Kouamé A.,Cocody,Espèces,9000
TXN36011,2024-05-04,Huile végétale (5L),12,2000,Koffi C.,Yopougon,Espèces,24000
TXN36012,2024-04-03,Eau minérale (1.5L),17,500,Kouamé A.,Adjamé,Mobile Money,8500
TXN36013,2024-03-11,Lait en poudre (400g),11,1500,Koffi C.,Yopougon,Carte bancaire,16500
TXN36014,2024-02-12,Lait en poudre (400g),10,1500,Bamba E.,Marcory,Mobile Money,15000
TXN36015,2024-06-07,Sucre (1kg),18,500,Bamba E.,Cocody,Mobile Money,9000
TXN36016,2024-06-13,Riz (sac 25kg),9,3500,Aminata D.,Plateau,Espèces,31500
TXN36017,2024-01-24,Huile végétale (5L),3,2000,Bamba E.,Marcory,Espèces,6000
TXN36018,2024-05-11,Eau minérale (1.5L),13,500,,Marcory,Carte bancaire,6500
TXN36019,2024-06-15,Tomate concentrée,3,500,Kouamé A.,Cocody,Espèces,1500
TXN36020,2024-02-11,Eau minérale (1.5L),11,500,Kouamé A.,Cocody,Espèces,5500
TXN36021,2024-02-06,Tomate concentrée,19,500,Aminata D.,Adjamé,Carte bancaire,9500
TXN36022,2024-01-15,Huile végétale (5L),19,2000,Bamba E.,Yopougon,Espèces,38000
TXN36023,2024-03-26,Farine de blé (1kg),16,750,Adjoua B.,Yopougon,Espèces,12000
TXN36024,2024-03-21,Savon de ménage,19,1000,Koffi C.,Marcory,Espèces,19000
TXN36025,2024-03-19,Huile végétale (5L),11,2000,Bamba E.,Yopougon,Espèces,22000
TXN36026,2024-01-26,Riz (sac 25kg),1,3500,Bamba E.,Cocody,Carte bancaire,3500
TXN36027,2024-06-27,Riz (sac 25kg),11,3500,Koffi C.,Yopougon,Carte bancaire,38500
TXN36028,2024-03-01,Eau minérale (1.5L),15,500,Kouamé A.,,Mobile Money,7500
TXN36029,2024-01-28,Savon de ménage,4,1000,Kouamé A.,Plateau,Carte bancaire,4000
TXN36030,2024-02-13,Savon de ménage,4,1000,Adjoua B.,Adjamé,Mobile Money,4000
TXN36031,2024-02-17,Eau minérale (1.5L),1,500,Kouamé A.,Adjamé,Carte bancaire,500
TXN36032,2024-06-08,Lait en poudre (400g),1,1500,Kouamé A.,Adjamé,Mobile Money,1500
TXN36033,2024-06-29,Savon de ménage,3,1000,Aminata D.,Adjamé,Mobile Money,3000
TXN36034,2024-06-26,Sucre (1kg),7,500,Bamba E.,Marcory,Espèces,3500
TXN36035,2024-03-20,Farine de blé (1kg),1,750,,Adjamé,Espèces,750
TXN36036,2024-05-30,Savon de ménage,16,1000,Koffi C.,Plateau,Mobile Money,16000
TXN36037,2024-03-14,Sardines en boîte,13,1200,Bamba E.,Adjamé,Mobile Money,15600
TXN36038,2024-01-30,Riz (sac 25kg),17,3500,Koffi C.,Yopougon,Mobile Money,59500
TXN36039,2024-04-01,Savon de ménage,16,1000,Adjoua B.,Yopougon,Carte bancaire,16000
TXN36040,2024-03-18,Sardines en boîte,8,1200,Koffi C.,Cocody,Mobile Money,9600
TXN36041,2024-05-29,Sardines en boîte,8,1200,Kouamé A.,Yopougon,Espèces,9600
TXN36042,2024-03-02,Sucre (1kg),19,500,Kouamé A.,Marcory,Mobile Money,9500
TXN36043,2024-06-05,Riz (sac 25kg),5,3500,Aminata D.,Adjamé,Mobile Money,17500
TXN36044,2024-03-30,Lait en poudre (400g),9,1500,Kouamé A.,Cocody,Espèces,13500
TXN36045,2024-05-01,Tomate concentrée,17,500,Kouamé A.,Adjamé,Carte bancaire,8500
TXN36046,2024-01-20,Tomate concentrée,16,500,Kouamé A.,Yopougon,Mobile Money,8000
TXN36047,2024-01-16,Sardines en boîte,10,1200,Adjoua B.,Yopougon,Espèces,12000
TXN36048,2024-01-19,Lait en poudre (400g),2,1500,Adjoua B.,Marcory,Mobile Money,3000
TXN36049,2024-02-09,Riz (sac 25kg),4,3500,Aminata D.,Marcory,Espèces,14000
TXN36050,2024-04-06,Sucre (1kg),3,500,Bamba E.,Adjamé,Espèces,1500
TXN36051,2024-06-11,Riz (sac 25kg),13,3500,Adjoua B.,Plateau,Mobile Money,45500
TXN36052,2024-04-05,Tomate concentrée,7,500,Aminata D.,Adjamé,Carte bancaire,3500
TXN36053,2024-01-13,Lait en poudre (400g),19,1500,Aminata D.,Marcory,Mobile Money,28500
TXN36054,2024-05-18,Lait en poudre (400g),15,1500,Adjoua B.,Plateau,Espèces,22500
TXN36055,2024-01-03,Huile végétale (5L),12,2000,Bamba E.,Plateau,Espèces,24000
TXN36056,2024-06-20,Huile végétale (5L),1,2000,Adjoua B.,Yopougon,Espèces,2000
TXN36057,2024-01-09,Savon de ménage,11,1000,Aminata D.,Cocody,Mobile Money,11000
TXN36058,2024-06-20,Savon de ménage,15,1000,Bamba E.,Cocody,Carte bancaire,15000
TXN36059,2024-06-24,Sucre (1kg),3,500,Kouamé A.,Yopougon,Espèces,1500
TXN36060,2024-06-23,Sucre (1kg),14,500,Kouamé A.,Cocody,Mobile Money,7000
TXN36061,2024-04-07,Sucre (1kg),5,500,Kouamé A.,Marcory,Espèces,2500
TXN36062,2024-04-25,Eau minérale (1.5L),5,500,Koffi C.,Cocody,Mobile Money,2500
TXN36063,2024-05-14,Lait en poudre (400g),3,1500,Aminata D.,Cocody,Mobile Money,4500
TXN36064,2024-01-20,Savon de ménage,12,1000,Aminata D.,Marcory,Carte bancaire,12000
TXN36065,2024-01-28,Savon de ménage,8,1000,Bamba E.,Plateau,Espèces,8000
TXN36066,2024-06-14,Tomate concentrée,5,500,Bamba E.,Yopougon,Espèces,2500
TXN36067,2024-02-13,Tomate concentrée,15,500,Adjoua B.,Yopougon,Mobile Money,7500
TXN36068,2024-05-19,Tomate concentrée,11,500,Aminata D.,Cocody,Carte bancaire,5500
TXN36069,2024-02-03,Eau minérale (1.5L),12,500,Adjoua B.,Adjamé,Mobile Money,6000
TXN36070,2024-04-17,Eau minérale (1.5L),12,500,Bamba E.,Cocody,Mobile Money,6000
TXN36071,2024-06-20,Tomate concentrée,2,500,Adjoua B.,Plateau,Carte bancaire,1000
TXN36072,2024-04-23,Huile végétale (5L),4,2000,Bamba E.,Cocody,Carte bancaire,8000
TXN36073,2024-02-16,Farine de blé (1kg),4,750,Adjoua B.,Marcory,Mobile Money,3000
TXN36074,2024-04-24,Savon de ménage,3,1000,Aminata D.,Cocody,Espèces,3000
TXN36075,2024-02-15,Huile végétale (5L),2,2000,Kouamé A.,Marcory,Mobile Money,4000
TXN36076,2024-03-24,Farine de blé (1kg),18,750,Kouamé A.,Yopougon,Espèces,13500
TXN36077,2024-06-18,Tomate concentrée,3,500,Bamba E.,Plateau,Espèces,1500
TXN36078,2024-01-16,Riz (sac 25kg),6,3500,Bamba E.,Yopougon,Espèces,21000
TXN36079,2024-06-13,Sucre (1kg),10,500,Koffi C.,Plateau,Carte bancaire,5000
TXN36080,2024-04-02,Sardines en boîte,14,1200,Koffi C.,Plateau,Carte bancaire,16800
TXN36081,2024-01-10,Farine de blé (1kg),9,750,Adjoua B.,Marcory,Mobile Money,6750
TXN36082,2024-04-18,Farine de blé (1kg),19,750,Kouamé A.,Plateau,Espèces,14250
TXN36083,2024-03-30,Sardines en boîte,16,1200,,Yopougon,Espèces,19200
TXN36084,2024-04-21,Sardines en boîte,9,1200,Kouamé A.,Yopougon,Mobile Money,10800
TXN36085,2024-06-02,Sucre (1kg),8,500,Bamba E.,Cocody,Carte bancaire,4000
TXN36086,2024-05-26,Tomate concentrée,3,500,Bamba E.,Marcory,Espèces,1500
TXN36087,2024-06-19,Farine de blé (1kg),11,750,Koffi C.,Yopougon,Espèces,8250
TXN36088,2024-05-25,Eau minérale (1.5L),14,500,Koffi C.,Marcory,Carte bancaire,7000
TXN36089,2024-01-30,Riz (sac 25kg),8,3500,Bamba E.,Yopougon,Espèces,28000
TXN36090,2024-05-08,Savon de ménage,7,1000,Koffi C.,Yopougon,Espèces,7000
TXN36091,2024-01-02,Riz (sac 25kg),14,3500,Bamba E.,Marcory,Mobile Money,49000
TXN36092,2024-06-12,Eau minérale (1.5L),7,500,Aminata D.,Marcory,Mobile Money,3500
TXN36093,2024-02-08,Riz (sac 25kg),13,3500,Koffi C.,Plateau,Carte bancaire,45500
TXN36094,2024-02-12,Sucre (1kg),6,500,Koffi C.,Plateau,Mobile Money,3000
TXN36095,2024-04-19,Eau minérale (1.5L),12,500,,Yopougon,Espèces,6000
TXN36096,2024-02-29,Sardines en boîte,4,1200,Aminata D.,Marcory,Espèces,4800
TXN36097,2024-02-19,Sardines en boîte,8,1200,,Cocody,Mobile Money,9600
TXN36098,2024-05-11,Huile végétale (5L),11,2000,Kouamé A.,Yopougon,Mobile Money,22000
TXN36099,2024-01-28,Savon de ménage,8,1000,Bamba E.,Adjamé,Mobile Money,8000
TXN36100,2024-04-28,Sucre (1kg),17,500,Koffi C.,Marcory,Espèces,8500
TXN36101,2024-06-16,Farine de blé (1kg),7,750,Koffi C.,Marcory,Mobile Money,5250
TXN36102,2024-02-29,Huile végétale (5L),16,2000,Bamba E.,Yopougon,Mobile Money,32000
TXN36103,2024-02-25,Savon de ménage,8,1000,Adjoua B.,Plateau,Carte bancaire,8000
TXN36104,2024-06-09,Tomate concentrée,13,500,Koffi C.,Marcory,Mobile Money,6500
TXN36105,2024-03-16,Eau minérale (1.5L),5,500,Bamba E.,Marcory,Espèces,2500
TXN36106,2024-02-23,Lait en poudre (400g),11,1500,Aminata D.,Adjamé,Carte bancaire,16500
TXN36107,2024-04-29,Eau minérale (1.5L),16,500,Aminata D.,Marcory,Mobile Money,8000
TXN36108,2024-03-31,Riz (sac 25kg),8,3500,Kouamé A.,Marcory,Espèces,28000
TXN36109,2024-06-09,Lait en poudre (400g),10,1500,Bamba E.,Plateau,Carte bancaire,15000
TXN36110,2024-01-29,Savon de ménage,17,1000,Koffi C.,Cocody,Carte bancaire,17000
TXN36111,2024-03-04,Farine de blé (1kg),14,750,Adjoua B.,Plateau,Carte bancaire,10500
TXN36112,2024-01-11,Farine de blé (1kg),3,750,Aminata D.,Marcory,Carte bancaire,2250
TXN36113,2024-06-16,Tomate concentrée,9,500,Koffi C.,Marcory,Espèces,4500
TXN36114,2024-06-01,Savon de ménage,4,1000,Koffi C.,Yopougon,Espèces,4000
TXN36115,2024-02-19,Tomate concentrée,16,500,Bamba E.,,Carte bancaire,8000
TXN36116,2024-04-06,Sardines en boîte,18,1200,Kouamé A.,Cocody,Carte bancaire,21600
TXN36117,2024-01-09,Lait en poudre (400g),2,1500,Kouamé A.,Adjamé,Espèces,3000
TXN36118,2024-05-16,Riz (sac 25kg),7,3500,Kouamé A.,Plateau,Mobile Money,24500
TXN36119,2024-05-05,Riz (sac 25kg),5,3500,Aminata D.,Yopougon,Espèces,17500
TXN36120,2024-04-25,Huile végétale (5L),13,2000,Kouamé A.,Plateau,Espèces,26000
TXN36121,2024-01-03,Tomate concentrée,16,500,Koffi C.,Cocody,Carte bancaire,8000
TXN36122,2024-03-09,Sardines en boîte,12,1200,Adjoua B.,Plateau,Espèces,14400
TXN36123,2024-04-09,Riz (sac 25kg),8,3500,Adjoua B.,Adjamé,Espèces,28000
TXN36124,2024-06-05,Tomate concentrée,18,500,Koffi C.,Adjamé,Carte bancaire,9000
TXN36125,2024-02-23,Lait en poudre (400g),1,1500,Adjoua B.,Yopougon,Espèces,1500
TXN36126,2024-04-01,Eau minérale (1.5L),4,500,Kouamé A.,Yopougon,Espèces,2000
TXN36127,2024-03-05,Eau minérale (1.5L),11,500,Aminata D.,Cocody,Mobile Money,5500
TXN36128,2024-06-22,Sucre (1kg),3,500,Koffi C.,Adjamé,Carte bancaire,1500
TXN36129,2024-05-14,Eau minérale (1.5L),14,500,Bamba E.,Yopougon,Carte bancaire,7000
TXN36130,2024-01-20,Sucre (1kg),7,500,Kouamé A.,Adjamé,Carte bancaire,3500
TXN36131,2024-02-28,Farine de blé (1kg),7,750,Bamba E.,Adjamé,Mobile Money,5250
TXN36132,2024-04-07,Huile végétale (5L),5,2000,Adjoua B.,,Mobile Money,10000
TXN36133,2024-03-15,Lait en poudre (400g),18,1500,Kouamé A.,Yopougon,Espèces,27000
TXN36134,2024-04-13,Savon de ménage,16,1000,Kouamé A.,Yopougon,Mobile Money,16000
TXN36135,2024-03-06,Savon de ménage,11,1000,Aminata D.,Adjamé,Mobile Money,11000
TXN36136,2024-03-11,Eau minérale (1.5L),14,500,Adjoua B.,Cocody,Espèces,7000
TXN36137,2024-05-22,Lait en poudre (400g),11,1500,Bamba E.,Marcory,Espèces,16500
TXN36138,2024-05-02,Riz (sac 25kg),5,3500,,Cocody,Espèces,17500
TXN36139,2024-06-11,Huile végétale (5L),2,2000,Adjoua B.,Yopougon,Carte bancaire,4000
TXN36140,2024-06-22,Sardines en boîte,2,1200,Koffi C.,Marcory,Mobile Money,2400
TXN36141,2024-02-29,Farine de blé (1kg),6,750,Kouamé A.,Cocody,Mobile Money,4500
TXN36142,2024-06-07,Sucre (1kg),17,500,Kouamé A.,Adjamé,Mobile Money,8500
TXN36143,2024-02-10,Savon de ménage,10,1000,Koffi C.,Adjamé,Espèces,10000
TXN36144,2024-05-12,Savon de ménage,12,1000,Adjoua B.,Cocody,Mobile Money,12000
TXN36145,2024-04-10,Sucre (1kg),11,500,Bamba E.,Marcory,Carte bancaire,5500
TXN36146,2024-04-25,Riz (sac 25kg),7,3500,Koffi C.,Marcory,Mobile Money,24500
TXN36147,2024-05-15,Riz (sac 25kg),12,3500,Adjoua B.,Marcory,Mobile Money,42000
TXN36148,2024-02-06,Riz (sac 25kg),9,3500,Koffi C.,Plateau,Carte bancaire,31500
TXN36149,2024-05-11,Farine de blé (1kg),4,750,Adjoua B.,Adjamé,Carte bancaire,3000
TXN36150,2024-04-25,Riz (sac 25kg),5,3500,Aminata D.,,Espèces,17500
TXN36151,2024-01-21,Tomate concentrée,19,500,Bamba E.,Cocody,Mobile Money,9500
TXN36152,2024-04-19,Huile végétale (5L),5,2000,Aminata D.,Marcory,Espèces,10000
TXN36153,2024-05-14,Huile végétale (5L),5,2000,Aminata D.,Cocody,Carte bancaire,10000
TXN36154,2024-06-01,Sardines en boîte,3,1200,Adjoua B.,Marcory,Espèces,3600
TXN36155,2024-02-26,Sardines en boîte,8,1200,Bamba E.,Marcory,Carte bancaire,9600
TXN36156,2024-02-26,Savon de ménage,5,1000,Kouamé A.,Marcory,Espèces,5000
TXN36157,2024-01-05,Sucre (1kg),5,500,Aminata D.,Cocody,Carte bancaire,2500
TXN36158,2024-02-16,Sardines en boîte,18,1200,Aminata D.,Plateau,Mobile Money,21600
TXN36159,2024-05-01,Huile végétale (5L),14,2000,Koffi C.,Cocody,Mobile Money,28000
TXN36160,2024-05-26,Huile végétale (5L),5,2000,Kouamé A.,Marcory,Espèces,10000
TXN36161,2024-04-15,Eau minérale (1.5L),12,500,Aminata D.,Adjamé,Espèces,6000
TXN36162,2024-03-14,Sucre (1kg),1,500,Bamba E.,Yopougon,Espèces,500
TXN36163,2024-05-23,Tomate concentrée,14,500,Bamba E.,Cocody,Espèces,7000
TXN36164,2024-04-10,Savon de ménage,12,1000,Adjoua B.,Adjamé,Mobile Money,12000
TXN36165,2024-01-20,Eau minérale (1.5L),1,500,Adjoua B.,Plateau,Espèces,500
TXN36166,2024-02-28,Tomate concentrée,5,500,Adjoua B.,Adjamé,Carte bancaire,2500
TXN36167,2024-01-13,Lait en poudre (400g),13,1500,Kouamé A.,Marcory,Carte bancaire,19500
TXN36168,2024-06-18,Lait en poudre (400g),7,1500,Koffi C.,Marcory,Carte bancaire,10500
TXN36169,2024-01-29,Savon de ménage,9,1000,,Adjamé,Carte bancaire,9000
TXN36170,2024-03-17,Sucre (1kg),19,500,Kouamé A.,Plateau,Mobile Money,9500
TXN36171,2024-06-01,Farine de blé (1kg),5,750,Aminata D.,Cocody,Mobile Money,3750
TXN36172,2024-01-15,Huile végétale (5L),11,2000,Adjoua B.,Marcory,Mobile Money,22000
TXN36173,2024-01-09,Sardines en boîte,4,1200,Adjoua B.,Plateau,Carte bancaire,4800
TXN36174,2024-03-27,Sucre (1kg),9,500,Adjoua B.,Marcory,Mobile Money,4500
TXN36175,2024-03-19,Tomate concentrée,1,500,Koffi C.,Plateau,Mobile Money,500
TXN36176,2024-03-01,Savon de ménage,10,1000,Koffi C.,Adjamé,Mobile Money,10000
TXN36177,2024-01-18,Eau minérale (1.5L),14,500,Aminata D.,Plateau,Espèces,7000
TXN36178,2024-04-11,Sardines en boîte,14,1200,Koffi C.,Yopougon,Mobile Money,16800
TXN36179,2024-04-17,Lait en poudre (400g),2,1500,Adjoua B.,Yopougon,Espèces,3000
TXN36180,2024-03-27,Lait en poudre (400g),13,1500,Aminata D.,Marcory,Mobile Money,19500
TXN36181,2024-01-01,Lait en poudre (400g),14,1500,Koffi C.,Cocody,Espèces,21000
TXN36182,2024-05-21,Sardines en boîte,4,1200,Koffi C.,Plateau,Mobile Money,4800
TXN36183,2024-06-11,Farine de blé (1kg),13,750,Koffi C.,Adjamé,Espèces,9750
TXN36184,2024-01-23,Savon de ménage,14,1000,Kouamé A.,Adjamé,Mobile Money,14000
TXN36185,2024-01-24,Lait en poudre (400g),10,1500,Koffi C.,Adjamé,Espèces,15000
TXN36186,2024-04-20,Farine de blé (1kg),17,750,Bamba E.,Cocody,Espèces,12750
TXN36187,2024-05-05,Riz (sac 25kg),10,3500,Koffi C.,Yopougon,Mobile Money,35000
TXN36188,2024-04-12,Sardines en boîte,12,1200,Koffi C.,Marcory,Mobile Money,14400
TXN36189,2024-06-03,Eau minérale (1.5L),5,500,Adjoua B.,Yopougon,Espèces,2500
TXN36190,2024-01-04,Huile végétale (5L),8,2000,Bamba E.,Yopougon,Mobile Money,16000
TXN36191,2024-03-12,Farine de blé (1kg),10,750,Kouamé A.,Cocody,Mobile Money,7500
TXN36192,2024-03-08,Tomate concentrée,15,500,Adjoua B.,Plateau,Carte bancaire,7500
TXN36193,2024-06-28,Riz (sac 25kg),6,3500,Adjoua B.,Cocody,Mobile Money,21000
TXN36194,2024-05-31,Lait en poudre (400g),16,1500,,Adjamé,Carte bancaire,24000
TXN36195,2024-01-04,Tomate concentrée,1,500,Adjoua B.,Marcory,Espèces,500
TXN36196,2024-05-09,Sucre (1kg),15,500,Bamba E.,Cocody,Espèces,7500
TXN36197,2024-02-28,Savon de ménage,10,1000,Koffi C.,Yopougon,Mobile Money,10000
TXN36198,2024-05-23,Lait en poudre (400g),2,1500,Adjoua B.,Yopougon,Carte bancaire,3000
TXN36199,2024-02-02,Tomate concentrée,6,500,,Yopougon,Espèces,3000
TXN36200,2024-01-09,Savon de ménage,19,1000,Kouamé A.,Marcory,Mobile Money,19000
TXN36201,2024-05-17,Farine de blé (1kg),2,750,Kouamé A.,Plateau,Mobile Money,1500
TXN36202,2024-04-09,Farine de blé (1kg),14,750,Bamba E.,Marcory,Espèces,10500
TXN36203,2024-04-02,Eau minérale (1.5L),17,500,Bamba E.,Adjamé,Carte bancaire,8500
TXN36204,2024-05-11,Farine de blé (1kg),19,750,Kouamé A.,Plateau,Carte bancaire,14250
TXN36205,2024-02-25,Farine de blé (1kg),7,750,Kouamé A.,Adjamé,Espèces,5250
TXN36206,2024-05-03,Sardines en boîte,11,1200,Aminata D.,Plateau,Espèces,13200
TXN36207,2024-06-10,Tomate concentrée,15,500,Kouamé A.,Marcory,Espèces,7500
TXN36208,2024-03-02,Riz (sac 25kg),4,3500,Kouamé A.,Yopougon,Espèces,14000
TXN36209,2024-01-17,Tomate concentrée,18,500,Bamba E.,Yopougon,Espèces,9000
TXN36210,2024-06-16,Tomate concentrée,14,500,Bamba E.,Plateau,Espèces,7000
TXN36211,2024-01-10,Tomate concentrée,2,500,Aminata D.,Adjamé,Carte bancaire,1000
TXN36212,2024-06-09,Savon de ménage,6,1000,Kouamé A.,,Mobile Money,6000
TXN36213,2024-02-03,Farine de blé (1kg),11,750,Adjoua B.,Marcory,Carte bancaire,8250
TXN36214,2024-04-03,Lait en poudre (400g),4,1500,Kouamé A.,Yopougon,Mobile Money,6000
TXN36215,2024-02-28,Huile végétale (5L),5,2000,Bamba E.,Plateau,Espèces,10000
